number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_lstm,params_dropout_path,params_dropout_reg,params_lr,params_lstm_hidden_dim,params_lstm_layers,params_path_aggregation,params_path_dim,params_regressor_dim,params_weight_decay,user_attrs_val_metrics,state
0,0.29110769560146665,2026-02-03 07:07:05.400593,2026-02-03 07:07:51.471163,0 days 00:00:46.070570,16,False,0.20979000200644998,0.3805040209900126,0.23423730682294103,0.00023661413291802024,8,2,static,16,512,4.537117751978578e-05,"{'val_rmse_mean': 0.787479043006897, 'val_mae_mean': 0.660720705986023, 'val_r2_mean': -0.2951105833053589, 'val_rmse_target_0': 0.787479043006897, 'val_mae_target_0': 0.660720705986023, 'val_r2_target_0': -0.2951105833053589}",COMPLETE
1,0.29598258065784144,2026-02-03 07:07:51.612392,2026-02-03 07:08:34.870631,0 days 00:00:43.258239,16,False,0.139510887543419,0.21551368414840477,0.33174819344305306,0.0003802956284574638,16,2,static,8,256,2.1902915242484148e-05,"{'val_rmse_mean': 0.8019554018974304, 'val_mae_mean': 0.6488890647888184, 'val_r2_mean': -0.27812862396240234, 'val_rmse_target_0': 0.8019554018974304, 'val_mae_target_0': 0.6488890647888184, 'val_r2_target_0': -0.27812862396240234}",COMPLETE
2,0.34671761682990043,2026-02-03 07:08:35.012543,2026-02-03 07:09:17.423834,0 days 00:00:42.411291,16,False,0.17812376133796778,0.3619549897601954,0.37449868517662865,0.00010633479003739113,16,2,static,8,512,0.009635811692734484,"{'val_rmse_mean': 0.8700501918792725, 'val_mae_mean': 0.7166770696640015, 'val_r2_mean': -3.0737781524658203, 'val_rmse_target_0': 0.8700501918792725, 'val_mae_target_0': 0.7166770696640015, 'val_r2_target_0': -3.0737781524658203}",COMPLETE
3,0.28727075220430615,2026-02-03 07:09:17.565983,2026-02-03 07:10:03.201518,0 days 00:00:45.635535,16,False,0.20024545885494238,0.23497234673621148,0.3912251254161093,0.00038467640727447345,8,2,static,16,256,0.000291017046255704,"{'val_rmse_mean': 0.7828508019447327, 'val_mae_mean': 0.6467446088790894, 'val_r2_mean': -0.1410883665084839, 'val_rmse_target_0': 0.7828508019447327, 'val_mae_target_0': 0.6467446088790894, 'val_r2_target_0': -0.1410883665084839}",COMPLETE
4,0.30487792810890824,2026-02-03 07:10:03.344046,2026-02-03 07:10:48.615399,0 days 00:00:45.271353,16,False,0.141677086629217,0.33484492528702053,0.20040933875902867,0.00013566239030589892,8,2,static,16,512,0.0019615340271888528,"{'val_rmse_mean': 0.8144005537033081, 'val_mae_mean': 0.6649191975593567, 'val_r2_mean': -1.1530609130859375, 'val_rmse_target_0': 0.8144005537033081, 'val_mae_target_0': 0.6649191975593567, 'val_r2_target_0': -1.1530609130859375}",COMPLETE
5,0.42388933991174715,2026-02-03 07:10:48.756377,2026-02-03 07:11:33.529235,0 days 00:00:44.772858,16,False,0.19895075732679424,0.2626870383395175,0.23380424149555779,6.269941654642866e-05,8,2,static,8,128,0.000531557692155875,"{'val_rmse_mean': 0.9637978076934814, 'val_mae_mean': 0.8023141026496887, 'val_r2_mean': -33.74941635131836, 'val_rmse_target_0': 0.9637978076934814, 'val_mae_target_0': 0.8023141026496887, 'val_r2_target_0': -33.74941635131836}",COMPLETE
6,0.3098677776805643,2026-02-03 07:11:33.671229,2026-02-03 07:12:18.909388,0 days 00:00:45.238159,16,False,0.17028764703363883,0.27357499168930177,0.27779288098570726,0.0003037954288691168,8,2,static,8,512,0.0007647262528259117,"{'val_rmse_mean': 0.8277158141136169, 'val_mae_mean': 0.6596450209617615, 'val_r2_mean': -0.380684494972229, 'val_rmse_target_0': 0.8277158141136169, 'val_mae_target_0': 0.6596450209617615, 'val_r2_target_0': -0.380684494972229}",COMPLETE
7,0.30759880428754344,2026-02-03 07:12:19.053542,2026-02-03 07:13:03.388616,0 days 00:00:44.335074,16,False,0.23178593705633235,0.20707710892586367,0.3723548595297711,0.0003463721775905209,32,2,static,8,512,0.0005494601056763847,"{'val_rmse_mean': 0.8204018473625183, 'val_mae_mean': 0.6598434448242188, 'val_r2_mean': -0.3567696809768677, 'val_rmse_target_0': 0.8204018473625183, 'val_mae_target_0': 0.6598434448242188, 'val_r2_target_0': -0.3567696809768677}",COMPLETE
8,0.28352310038085476,2026-02-03 07:13:03.530984,2026-02-03 07:13:51.135629,0 days 00:00:47.604645,16,False,0.1332513191296022,0.20018409817709792,0.2942407892168958,0.0002634871789505201,32,2,static,16,256,0.008837748106553574,"{'val_rmse_mean': 0.7747017741203308, 'val_mae_mean': 0.643828272819519, 'val_r2_mean': -0.22677981853485107, 'val_rmse_target_0': 0.7747017741203308, 'val_mae_target_0': 0.643828272819519, 'val_r2_target_0': -0.22677981853485107}",COMPLETE
9,0.3441582129129933,2026-02-03 07:13:51.278807,2026-02-03 07:14:38.927609,0 days 00:00:47.648802,16,False,0.25472712852846296,0.3261705490973662,0.35364391869886413,0.0004576971935741863,8,2,static,16,512,1.552077226126905e-05,"{'val_rmse_mean': 0.8633993268013, 'val_mae_mean': 0.7140160202980042, 'val_r2_mean': -0.054651856422424316, 'val_rmse_target_0': 0.8633993268013, 'val_mae_target_0': 0.7140160202980042, 'val_r2_target_0': -0.054651856422424316}",COMPLETE
10,0.28214404866297693,2026-02-03 07:14:39.069230,2026-02-03 07:15:24.930494,0 days 00:00:45.861264,16,False,0.29934130186225016,0.283131884462992,0.2914212202723093,0.00017933044180748467,32,2,static,16,256,0.008135818218129897,"{'val_rmse_mean': 0.772926926612854, 'val_mae_mean': 0.6431305408477783, 'val_r2_mean': -0.8582195043563843, 'val_rmse_target_0': 0.772926926612854, 'val_mae_target_0': 0.6431305408477783, 'val_r2_target_0': -0.8582195043563843}",COMPLETE
11,0.30155137683500804,2026-02-03 07:15:25.072500,2026-02-03 07:16:10.640669,0 days 00:00:45.568169,16,False,0.29415249718603576,0.2854584228201216,0.30250168973222713,0.00020562185796461167,32,2,static,16,256,0.00986364035309515,"{'val_rmse_mean': 0.8013581037521362, 'val_mae_mean': 0.6744045615196228, 'val_r2_mean': -0.531219482421875, 'val_rmse_target_0': 0.8013581037521362, 'val_mae_target_0': 0.6744045615196228, 'val_r2_target_0': -0.531219482421875}",COMPLETE
12,0.2986765851339981,2026-02-03 07:16:10.782958,2026-02-03 07:16:55.052357,0 days 00:00:44.269399,16,False,0.10830987996959848,0.23666269072519852,0.2980014008527943,0.00018212572027334427,32,2,static,16,256,0.00306015066182949,"{'val_rmse_mean': 0.8002180457115173, 'val_mae_mean': 0.656921923160553, 'val_r2_mean': -1.04691481590271, 'val_rmse_target_0': 0.8002180457115173, 'val_mae_target_0': 0.656921923160553, 'val_r2_target_0': -1.04691481590271}",COMPLETE
13,0.3793143782574959,2026-02-03 07:16:55.193947,2026-02-03 07:17:42.980151,0 days 00:00:47.786204,16,False,0.28414951561505153,0.31358176179717057,0.26915164787103885,0.00010204718195921497,32,2,static,16,256,0.0029843822808707657,"{'val_rmse_mean': 0.9106810688972473, 'val_mae_mean': 0.7653746604919434, 'val_r2_mean': -10.388947486877441, 'val_rmse_target_0': 0.9106810688972473, 'val_mae_target_0': 0.7653746604919434, 'val_r2_target_0': -10.388947486877441}",COMPLETE
14,0.35091267561256506,2026-02-03 07:17:43.124507,2026-02-03 07:18:31.235692,0 days 00:00:48.111185,16,False,0.10615791808388796,0.25302035143337787,0.3204484724167273,0.0001412897665853226,32,2,static,16,128,0.00012408508161342762,"{'val_rmse_mean': 0.8654978275299072, 'val_mae_mean': 0.7089472413063049, 'val_r2_mean': -6.220844745635986, 'val_rmse_target_0': 0.8654978275299072, 'val_mae_target_0': 0.7089472413063049, 'val_r2_target_0': -6.220844745635986}",COMPLETE
