number,value,datetime_start,datetime_complete,duration,params_aggregation,params_alpha,params_l1_ratio,params_lr,user_attrs_val_metrics,state
0,0.4360902480505131,2026-01-30 16:16:42.593075,2026-01-30 16:16:51.558270,0 days 00:00:08.965195,attention,0.004076153473295417,0.3712182445148926,0.0040296706953513416,"{'val_rmse_mean': 1.0418046712875366, 'val_mae_mean': 0.7951073050498962, 'val_r2_mean': -2.4548897743225098, 'val_rmse_target_0': 1.0967862606048584, 'val_mae_target_0': 0.75641930103302, 'val_r2_target_0': -2.60728120803833, 'val_rmse_target_1': 1.0259734392166138, 'val_mae_target_1': 0.7644810676574707, 'val_r2_target_1': -3.0498366355895996, 'val_rmse_target_2': 0.9664956331253052, 'val_mae_target_2': 0.8639805316925049, 'val_r2_target_2': -0.7285453081130981, 'val_rmse_target_3': 1.0779632329940796, 'val_mae_target_3': 0.7955482602119446, 'val_r2_target_3': -3.4338955879211426}",COMPLETE
1,0.40084891207516193,2026-01-30 16:16:51.640654,2026-01-30 16:17:00.373513,0 days 00:00:08.732859,mean,0.19878650624650449,0.33181602913174424,0.000504500226601217,"{'val_rmse_mean': 1.0267702341079712, 'val_mae_mean': 0.7444310188293457, 'val_r2_mean': -23.02446174621582, 'val_rmse_target_0': 1.0590265989303589, 'val_mae_target_0': 0.6957913041114807, 'val_r2_target_0': -20.503313064575195, 'val_rmse_target_1': 1.011482834815979, 'val_mae_target_1': 0.6874843239784241, 'val_r2_target_1': -23.037580490112305, 'val_rmse_target_2': 0.9769420623779297, 'val_mae_target_2': 0.857506513595581, 'val_r2_target_2': -16.908802032470703, 'val_rmse_target_3': 1.0596293210983276, 'val_mae_target_3': 0.7369418144226074, 'val_r2_target_3': -31.648147583007812}",COMPLETE
2,0.4291608761306162,2026-01-30 16:17:00.446721,2026-01-30 16:17:09.498669,0 days 00:00:09.051948,attention,0.06437829239188107,0.6871658152838518,0.004281259519964502,"{'val_rmse_mean': 1.022932529449463, 'val_mae_mean': 0.7868971824645996, 'val_r2_mean': -2.4103245735168457, 'val_rmse_target_0': 1.036690354347229, 'val_mae_target_0': 0.7261324524879456, 'val_r2_target_0': -3.625430107116699, 'val_rmse_target_1': 0.9702762961387634, 'val_mae_target_1': 0.6831185817718506, 'val_r2_target_1': -1.755807876586914, 'val_rmse_target_2': 0.9602373838424683, 'val_mae_target_2': 0.8291847705841064, 'val_r2_target_2': -0.9987308979034424, 'val_rmse_target_3': 1.1245261430740356, 'val_mae_target_3': 0.9091529250144958, 'val_r2_target_3': -3.261329174041748}",COMPLETE
3,0.3974639188360285,2026-01-30 16:17:09.571375,2026-01-30 16:17:18.718236,0 days 00:00:09.146861,attention,0.06488369006864678,0.30465716751876326,0.0030642210979274762,"{'val_rmse_mean': 0.9862464666366577, 'val_mae_mean': 0.7602599859237671, 'val_r2_mean': -2.8739445209503174, 'val_rmse_target_0': 0.9950116276741028, 'val_mae_target_0': 0.7213032841682434, 'val_r2_target_0': -2.603306770324707, 'val_rmse_target_1': 0.9682692289352417, 'val_mae_target_1': 0.715809166431427, 'val_r2_target_1': -3.485776424407959, 'val_rmse_target_2': 0.9676709771156311, 'val_mae_target_2': 0.8281384110450745, 'val_r2_target_2': -1.2004239559173584, 'val_rmse_target_3': 1.0140340328216553, 'val_mae_target_3': 0.7757889628410339, 'val_r2_target_3': -4.206271648406982}",COMPLETE
4,0.3727859515282843,2026-01-30 16:17:18.792222,2026-01-30 16:17:27.253144,0 days 00:00:08.460922,mean,0.008940084502882865,0.5290907019593799,0.0024887563238862,"{'val_rmse_mean': 0.9463388323783875, 'val_mae_mean': 0.723334550857544, 'val_r2_mean': -4.680858135223389, 'val_rmse_target_0': 0.9317713975906372, 'val_mae_target_0': 0.6284496784210205, 'val_r2_target_0': -4.253204822540283, 'val_rmse_target_1': 0.9622979760169983, 'val_mae_target_1': 0.7114437818527222, 'val_r2_target_1': -5.5311760902404785, 'val_rmse_target_2': 0.9061910510063171, 'val_mae_target_2': 0.8085750341415405, 'val_r2_target_2': -1.9907522201538086, 'val_rmse_target_3': 0.9850947856903076, 'val_mae_target_3': 0.7448697686195374, 'val_r2_target_3': -6.948298454284668}",COMPLETE
5,0.38843536280371527,2026-01-30 16:17:27.334867,2026-01-30 16:17:36.549057,0 days 00:00:09.214190,attention,0.0033216153007609786,0.5547088631957737,0.0023139586765130874,"{'val_rmse_mean': 0.9804706573486328, 'val_mae_mean': 0.7381894588470459, 'val_r2_mean': -5.20577335357666, 'val_rmse_target_0': 0.9871876835823059, 'val_mae_target_0': 0.692471444606781, 'val_r2_target_0': -4.534854412078857, 'val_rmse_target_1': 0.9559494853019714, 'val_mae_target_1': 0.687798261642456, 'val_r2_target_1': -3.8002758026123047, 'val_rmse_target_2': 0.963222086429596, 'val_mae_target_2': 0.8499438762664795, 'val_r2_target_2': -1.5473790168762207, 'val_rmse_target_3': 1.0155235528945923, 'val_mae_target_3': 0.7225441932678223, 'val_r2_target_3': -10.940581321716309}",COMPLETE
6,0.38751008706512274,2026-01-30 16:17:36.631668,2026-01-30 16:17:46.131732,0 days 00:00:09.500064,attention,0.016159313570226427,0.23759372908264328,0.0004822667800042327,"{'val_rmse_mean': 0.9975959062576294, 'val_mae_mean': 0.7369928956031799, 'val_r2_mean': -19.567459106445312, 'val_rmse_target_0': 1.0266973972320557, 'val_mae_target_0': 0.6473203301429749, 'val_r2_target_0': -27.03314781188965, 'val_rmse_target_1': 0.9820657968521118, 'val_mae_target_1': 0.709811270236969, 'val_r2_target_1': -13.38648509979248, 'val_rmse_target_2': 0.9305684566497803, 'val_mae_target_2': 0.8190236687660217, 'val_r2_target_2': -18.84029197692871, 'val_rmse_target_3': 1.0510517358779907, 'val_mae_target_3': 0.7718163132667542, 'val_r2_target_3': -19.00991439819336}",COMPLETE
7,0.3866683765900908,2026-01-30 16:17:46.213507,2026-01-30 16:17:54.768023,0 days 00:00:08.554516,mean,0.06394742361145077,0.8666547241466458,0.00030966620187365755,"{'val_rmse_mean': 1.0007647275924683, 'val_mae_mean': 0.7274529337882996, 'val_r2_mean': -32.000633239746094, 'val_rmse_target_0': 1.0101872682571411, 'val_mae_target_0': 0.6681903004646301, 'val_r2_target_0': -44.47663497924805, 'val_rmse_target_1': 1.01954185962677, 'val_mae_target_1': 0.7268638014793396, 'val_r2_target_1': -20.18354034423828, 'val_rmse_target_2': 0.9531440138816833, 'val_mae_target_2': 0.8078261017799377, 'val_r2_target_2': -17.935930252075195, 'val_rmse_target_3': 1.0201855897903442, 'val_mae_target_3': 0.7069316506385803, 'val_r2_target_3': -45.406429290771484}",COMPLETE
8,0.404861763395645,2026-01-30 16:17:54.840561,2026-01-30 16:18:04.125185,0 days 00:00:09.284624,attention,0.0018553085121610397,0.8855456171265311,0.00014788377421437297,"{'val_rmse_mean': 1.0268751382827759, 'val_mae_mean': 0.7448865175247192, 'val_r2_mean': -28.036853790283203, 'val_rmse_target_0': 1.0373034477233887, 'val_mae_target_0': 0.6692849397659302, 'val_r2_target_0': -28.28499412536621, 'val_rmse_target_1': 1.0390005111694336, 'val_mae_target_1': 0.7307337522506714, 'val_r2_target_1': -16.111839294433594, 'val_rmse_target_2': 1.0029395818710327, 'val_mae_target_2': 0.8629669547080994, 'val_r2_target_2': -20.65904426574707, 'val_rmse_target_3': 1.0282567739486694, 'val_mae_target_3': 0.7165603637695312, 'val_r2_target_3': -47.0915412902832}",COMPLETE
9,0.39610606859679576,2026-01-30 16:18:04.206204,2026-01-30 16:18:12.533080,0 days 00:00:08.326876,mean,0.7391064307813526,0.3858804643106172,0.003416037400891456,"{'val_rmse_mean': 0.9908202290534973, 'val_mae_mean': 0.743928849697113, 'val_r2_mean': -3.683152437210083, 'val_rmse_target_0': 1.0223989486694336, 'val_mae_target_0': 0.6874004006385803, 'val_r2_target_0': -4.090126037597656, 'val_rmse_target_1': 0.9778689742088318, 'val_mae_target_1': 0.6710568070411682, 'val_r2_target_1': -5.179108619689941, 'val_rmse_target_2': 0.93877112865448, 'val_mae_target_2': 0.8305959105491638, 'val_r2_target_2': -1.2563161849975586, 'val_rmse_target_3': 1.0242416858673096, 'val_mae_target_3': 0.7866623997688293, 'val_r2_target_3': -4.207058906555176}",COMPLETE
