number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.41458348085224217,2026-02-04 10:51:45.098792,2026-02-04 10:52:29.775054,0 days 00:00:44.676262,16,0.37586231664400627,5.823378872935021e-05,2,mean,4,256,16,0.009407302010211352,"{'val_rmse_mean': 0.9631214737892151, 'val_mae_mean': 0.776931881904602, 'val_r2_mean': -39.4591064453125, 'val_rmse_target_0': 0.9631214737892151, 'val_mae_target_0': 0.776931881904602, 'val_r2_target_0': -39.4591064453125}",COMPLETE
1,0.3657303886332354,2026-02-04 10:52:30.002565,2026-02-04 10:53:14.098909,0 days 00:00:44.096344,16,0.3595691222649495,0.00032692699376159174,2,mean,16,128,16,0.0014311430002166144,"{'val_rmse_mean': 0.888825535774231, 'val_mae_mean': 0.7174004912376404, 'val_r2_mean': -2.6099629402160645, 'val_rmse_target_0': 0.888825535774231, 'val_mae_target_0': 0.7174004912376404, 'val_r2_target_0': -2.6099629402160645}",COMPLETE
2,0.4100536827765474,2026-02-04 10:53:14.327835,2026-02-04 10:53:58.966928,0 days 00:00:44.639093,16,0.4820793348602516,0.00018238351973444756,2,mean,8,32,16,0.002997246269117129,"{'val_rmse_mean': 0.961138129234314, 'val_mae_mean': 0.7720152735710144, 'val_r2_mean': -54.810977935791016, 'val_rmse_target_0': 0.961138129234314, 'val_mae_target_0': 0.7720152735710144, 'val_r2_target_0': -54.810977935791016}",COMPLETE
3,0.3929941796673962,2026-02-04 10:53:59.194996,2026-02-04 10:54:45.937389,0 days 00:00:46.742393,16,0.3849867033243291,0.0002040603577884401,2,mean,8,128,16,0.0010259266864886634,"{'val_rmse_mean': 0.9367819428443909, 'val_mae_mean': 0.7437853813171387, 'val_r2_mean': -14.103862762451172, 'val_rmse_target_0': 0.9367819428443909, 'val_mae_target_0': 0.7437853813171387, 'val_r2_target_0': -14.103862762451172}",COMPLETE
4,0.4329998178743861,2026-02-04 10:54:46.167676,2026-02-04 10:55:31.215399,0 days 00:00:45.047723,16,0.47803346823737713,0.0001544643580569584,2,mean,4,32,16,0.001165768499643996,"{'val_rmse_mean': 0.9777877330780029, 'val_mae_mean': 0.8106594681739807, 'val_r2_mean': -33.603431701660156, 'val_rmse_target_0': 0.9777877330780029, 'val_mae_target_0': 0.8106594681739807, 'val_r2_target_0': -33.603431701660156}",COMPLETE
5,0.3661338764547879,2026-02-04 10:55:31.443111,2026-02-04 10:56:17.372454,0 days 00:00:45.929343,16,0.25330889213516006,0.00033731312542167175,2,mean,4,64,16,0.002586055298871575,"{'val_rmse_mean': 0.9019696116447449, 'val_mae_mean': 0.6969879269599915, 'val_r2_mean': -7.862631797790527, 'val_rmse_target_0': 0.9019696116447449, 'val_mae_target_0': 0.6969879269599915, 'val_r2_target_0': -7.862631797790527}",COMPLETE
6,0.346925789774475,2026-02-04 10:56:17.599374,2026-02-04 10:57:02.581634,0 days 00:00:44.982260,16,0.24737669111683233,0.00029240641471039167,2,mean,4,256,16,0.0017880956081173037,"{'val_rmse_mean': 0.8721780180931091, 'val_mae_mean': 0.6982854008674622, 'val_r2_mean': -2.9302711486816406, 'val_rmse_target_0': 0.8721780180931091, 'val_mae_target_0': 0.6982854008674622, 'val_r2_target_0': -2.9302711486816406}",COMPLETE
7,0.42690628969029165,2026-02-04 10:57:02.811162,2026-02-04 10:57:44.870710,0 days 00:00:42.059548,16,0.2979681562870778,9.232647853222453e-05,2,mean,4,256,16,0.0037786090114797586,"{'val_rmse_mean': 0.9822337627410889, 'val_mae_mean': 0.7749602794647217, 'val_r2_mean': -24.569169998168945, 'val_rmse_target_0': 0.9822337627410889, 'val_mae_target_0': 0.7749602794647217, 'val_r2_target_0': -24.569169998168945}",COMPLETE
8,0.42936690718549797,2026-02-04 10:57:45.097760,2026-02-04 10:58:27.491331,0 days 00:00:42.393571,16,0.47582816458142185,6.53996301475835e-05,2,mean,4,32,16,0.0019800161375382735,"{'val_rmse_mean': 1.0038225650787354, 'val_mae_mean': 0.7694703340530396, 'val_r2_mean': -34.62704849243164, 'val_rmse_target_0': 1.0038225650787354, 'val_mae_target_0': 0.7694703340530396, 'val_r2_target_0': -34.62704849243164}",COMPLETE
9,0.38277700376110496,2026-02-04 10:58:27.717714,2026-02-04 10:59:10.623931,0 days 00:00:42.906217,16,0.27036720042499934,0.000405577068522624,2,mean,8,32,16,0.008498283226654062,"{'val_rmse_mean': 0.9296985268592834, 'val_mae_mean': 0.7254166603088379, 'val_r2_mean': -5.622180938720703, 'val_rmse_target_0': 0.9296985268592834, 'val_mae_target_0': 0.7254166603088379, 'val_r2_target_0': -5.622180938720703}",COMPLETE
