number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.4650918998910735,2026-02-04 16:02:02.505372,2026-02-04 16:02:49.456263,0 days 00:00:46.950891,16,0.2830859408581066,0.0004975121951677969,2,mean,4,64,16,0.004801202377200081,"{'val_rmse_mean': 1.0971177816390991, 'val_mae_mean': 0.816698431968689, 'val_r2_mean': -12.961080551147461, 'val_rmse_target_0': 1.0971177816390991, 'val_mae_target_0': 0.816698431968689, 'val_r2_target_0': -12.961080551147461}",COMPLETE
1,0.4119153106073133,2026-02-04 16:02:49.704687,2026-02-04 16:03:36.331279,0 days 00:00:46.626592,16,0.4398268300066244,0.00012128775763478343,2,mean,4,256,16,0.00479156064605413,"{'val_rmse_mean': 1.0252281427383423, 'val_mae_mean': 0.7416324615478516, 'val_r2_mean': -45.65370559692383, 'val_rmse_target_0': 1.0252281427383423, 'val_mae_target_0': 0.7416324615478516, 'val_r2_target_0': -45.65370559692383}",COMPLETE
2,0.43441195382144915,2026-02-04 16:03:36.578750,2026-02-04 16:04:21.112470,0 days 00:00:44.533720,16,0.31475141404865054,0.00021523227608531118,2,mean,8,256,16,0.004820396862763141,"{'val_rmse_mean': 1.0610967874526978, 'val_mae_mean': 0.7599827647209167, 'val_r2_mean': -25.357608795166016, 'val_rmse_target_0': 1.0610967874526978, 'val_mae_target_0': 0.7599827647209167, 'val_r2_target_0': -25.357608795166016}",COMPLETE
3,0.414701955081438,2026-02-04 16:04:21.359096,2026-02-04 16:05:07.242259,0 days 00:00:45.883163,16,0.25144570133479077,0.00013537677207786845,2,mean,8,64,16,0.0014056231669559796,"{'val_rmse_mean': 1.0348056554794312, 'val_mae_mean': 0.7308883666992188, 'val_r2_mean': -90.16533660888672, 'val_rmse_target_0': 1.0348056554794312, 'val_mae_target_0': 0.7308883666992188, 'val_r2_target_0': -90.16533660888672}",COMPLETE
4,0.4299973386568362,2026-02-04 16:05:07.488339,2026-02-04 16:05:52.703583,0 days 00:00:45.215244,16,0.24728289127096528,0.00012237188680286188,2,mean,8,256,16,0.008220071888603813,"{'val_rmse_mean': 1.0506449937820435, 'val_mae_mean': 0.7651485204696655, 'val_r2_mean': -41.59550857543945, 'val_rmse_target_0': 1.0506449937820435, 'val_mae_target_0': 0.7651485204696655, 'val_r2_target_0': -41.59550857543945}",COMPLETE
5,0.4131374379673313,2026-02-04 16:05:52.952343,2026-02-04 16:06:40.476973,0 days 00:00:47.524630,16,0.43974846070576334,0.00037184235408304364,2,mean,16,64,16,0.002679324704616254,"{'val_rmse_mean': 1.027669072151184, 'val_mae_mean': 0.745347261428833, 'val_r2_mean': -31.923904418945312, 'val_rmse_target_0': 1.027669072151184, 'val_mae_target_0': 0.745347261428833, 'val_r2_target_0': -31.923904418945312}",COMPLETE
6,0.46020234902001295,2026-02-04 16:06:40.722850,2026-02-04 16:07:27.572289,0 days 00:00:46.849439,16,0.2659594023909314,0.0002119142999045637,2,mean,16,256,16,0.0032333929025097716,"{'val_rmse_mean': 1.0843912363052368, 'val_mae_mean': 0.8176915049552917, 'val_r2_mean': -14.071982383728027, 'val_rmse_target_0': 1.0843912363052368, 'val_mae_target_0': 0.8176915049552917, 'val_r2_target_0': -14.071982383728027}",COMPLETE
7,0.4116575114576672,2026-02-04 16:07:27.820231,2026-02-04 16:08:15.087029,0 days 00:00:47.266798,16,0.35559374224826257,0.0002269140129032139,2,mean,4,128,16,0.0074185439567143125,"{'val_rmse_mean': 1.0180385112762451, 'val_mae_mean': 0.738539457321167, 'val_r2_mean': -40.2111930847168, 'val_rmse_target_0': 1.0180385112762451, 'val_mae_target_0': 0.738539457321167, 'val_r2_target_0': -40.2111930847168}",COMPLETE
8,0.3995835361110275,2026-02-04 16:08:15.332684,2026-02-04 16:08:59.839408,0 days 00:00:44.506724,16,0.21030966184051508,6.872881755103927e-05,2,mean,8,32,16,0.0022386855503065102,"{'val_rmse_mean': 0.99763023853302, 'val_mae_mean': 0.7145047783851624, 'val_r2_mean': -65.609375, 'val_rmse_target_0': 0.99763023853302, 'val_mae_target_0': 0.7145047783851624, 'val_r2_target_0': -65.609375}",COMPLETE
9,0.4232361449798595,2026-02-04 16:09:00.089598,2026-02-04 16:09:44.984719,0 days 00:00:44.895121,16,0.44896806268693235,0.00032775764745823815,2,mean,8,64,16,0.0031378529339959123,"{'val_rmse_mean': 1.0465835332870483, 'val_mae_mean': 0.7408974766731262, 'val_r2_mean': -55.21625518798828, 'val_rmse_target_0': 1.0465835332870483, 'val_mae_target_0': 0.7408974766731262, 'val_r2_target_0': -55.21625518798828}",COMPLETE
10,0.3813311994559222,2026-02-04 16:09:45.233913,2026-02-04 16:10:30.832050,0 days 00:00:45.598137,16,0.3683636278035475,5.271199379231788e-05,2,mean,8,32,16,0.0010173397502301047,"{'val_rmse_mean': 0.9658794403076172, 'val_mae_mean': 0.6998286247253418, 'val_r2_mean': -43.986629486083984, 'val_rmse_target_0': 0.9658794403076172, 'val_mae_target_0': 0.6998286247253418, 'val_r2_target_0': -43.986629486083984}",COMPLETE
11,0.39827993433142117,2026-02-04 16:10:31.100702,2026-02-04 16:11:16.405568,0 days 00:00:45.304866,16,0.20342972529116685,5.383012621049685e-05,2,mean,8,32,16,0.0011317665488677455,"{'val_rmse_mean': 1.0057324171066284, 'val_mae_mean': 0.6992266178131104, 'val_r2_mean': -69.04161071777344, 'val_rmse_target_0': 1.0057324171066284, 'val_mae_target_0': 0.6992266178131104, 'val_r2_target_0': -69.04161071777344}",COMPLETE
