number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.3391494200531505,2026-02-04 05:54:01.397709,2026-02-04 05:54:45.693409,0 days 00:00:44.295700,16,0.31071284577961794,8.385604350760937e-05,2,mean,4,128,16,0.008730933503070212,"{'val_rmse_mean': 0.9067280888557434, 'val_mae_mean': 0.7000113725662231, 'val_r2_mean': -28.04275131225586, 'val_rmse_target_0': 0.9067280888557434, 'val_mae_target_0': 0.7000113725662231, 'val_r2_target_0': -28.04275131225586}",COMPLETE
1,0.3004131116758799,2026-02-04 05:54:45.905613,2026-02-04 05:55:29.081740,0 days 00:00:43.176127,16,0.2425341310595871,0.0002563105439831898,2,mean,8,128,16,0.0034347871285005487,"{'val_rmse_mean': 0.8313168883323669, 'val_mae_mean': 0.6277595162391663, 'val_r2_mean': -2.581744432449341, 'val_rmse_target_0': 0.8313168883323669, 'val_mae_target_0': 0.6277595162391663, 'val_r2_target_0': -2.581744432449341}",COMPLETE
2,0.30450790553327856,2026-02-04 05:55:29.294693,2026-02-04 05:56:11.227367,0 days 00:00:41.932674,16,0.2218995891079349,0.0003081555217655634,2,mean,8,256,16,0.0015044229866121744,"{'val_rmse_mean': 0.8271569013595581, 'val_mae_mean': 0.6618022322654724, 'val_r2_mean': -0.6273280382156372, 'val_rmse_target_0': 0.8271569013595581, 'val_mae_target_0': 0.6618022322654724, 'val_r2_target_0': -0.6273280382156372}",COMPLETE
3,0.3757867608236901,2026-02-04 05:56:11.439038,2026-02-04 05:56:53.292586,0 days 00:00:41.853548,16,0.3827315558847002,0.0001231779711443298,2,mean,16,32,16,0.0015495497701176497,"{'val_rmse_mean': 0.9976341724395752, 'val_mae_mean': 0.7249763011932373, 'val_r2_mean': -74.48302459716797, 'val_rmse_target_0': 0.9976341724395752, 'val_mae_target_0': 0.7249763011932373, 'val_r2_target_0': -74.48302459716797}",COMPLETE
4,0.3891016217897198,2026-02-04 05:56:53.507446,2026-02-04 05:57:36.233662,0 days 00:00:42.726216,16,0.2720926590080625,8.869274953984761e-05,2,mean,4,32,16,0.0068643484392971665,"{'val_rmse_mean': 1.0213937759399414, 'val_mae_mean': 0.7452101707458496, 'val_r2_mean': -59.06454849243164, 'val_rmse_target_0': 1.0213937759399414, 'val_mae_target_0': 0.7452101707458496, 'val_r2_target_0': -59.06454849243164}",COMPLETE
5,0.32230385178182686,2026-02-04 05:57:36.447688,2026-02-04 05:58:21.412483,0 days 00:00:44.964795,16,0.27778790005072435,0.00016121535115879292,2,mean,16,64,16,0.0025228105485135014,"{'val_rmse_mean': 0.8738788366317749, 'val_mae_mean': 0.6839572787284851, 'val_r2_mean': -16.831270217895508, 'val_rmse_target_0': 0.8738788366317749, 'val_mae_target_0': 0.6839572787284851, 'val_r2_target_0': -16.831270217895508}",COMPLETE
6,0.36327917497773243,2026-02-04 05:58:21.633938,2026-02-04 05:59:03.964535,0 days 00:00:42.330597,16,0.31653954943318724,0.00015220574971635346,2,mean,4,64,16,0.008340285641688627,"{'val_rmse_mean': 0.9267998933792114, 'val_mae_mean': 0.7221757173538208, 'val_r2_mean': -23.616958618164062, 'val_rmse_target_0': 0.9267998933792114, 'val_mae_target_0': 0.7221757173538208, 'val_r2_target_0': -23.616958618164062}",COMPLETE
7,0.29999249657110477,2026-02-04 05:59:04.179477,2026-02-04 05:59:44.555062,0 days 00:00:40.375585,16,0.32998948606335693,0.00013362045407608198,2,mean,4,256,16,0.003617612555561667,"{'val_rmse_mean': 0.8242118954658508, 'val_mae_mean': 0.6296833157539368, 'val_r2_mean': -3.8352975845336914, 'val_rmse_target_0': 0.8242118954658508, 'val_mae_target_0': 0.6296833157539368, 'val_r2_target_0': -3.8352975845336914}",COMPLETE
8,0.3656713338094522,2026-02-04 05:59:44.768409,2026-02-04 06:00:28.571848,0 days 00:00:43.803439,16,0.46359311686883975,0.000237268310280262,2,mean,4,32,16,0.0029936292435993996,"{'val_rmse_mean': 0.9366447329521179, 'val_mae_mean': 0.7436968684196472, 'val_r2_mean': -27.616161346435547, 'val_rmse_target_0': 0.9366447329521179, 'val_mae_target_0': 0.7436968684196472, 'val_r2_target_0': -27.616161346435547}",COMPLETE
9,0.3489705452876579,2026-02-04 06:00:28.783688,2026-02-04 06:01:12.786995,0 days 00:00:44.003307,16,0.3522498166992756,8.38659964488396e-05,2,mean,4,128,16,0.005929432952593407,"{'val_rmse_mean': 0.9295687675476074, 'val_mae_mean': 0.702693521976471, 'val_r2_mean': -28.947118759155273, 'val_rmse_target_0': 0.9295687675476074, 'val_mae_target_0': 0.702693521976471, 'val_r2_target_0': -28.947118759155273}",COMPLETE
10,0.37332380077525695,2026-02-04 06:01:12.998891,2026-02-04 06:01:54.086441,0 days 00:00:41.087550,16,0.4314234105065063,5.163067627485731e-05,2,mean,8,256,16,0.0044325023071078145,"{'val_rmse_mean': 0.9749323129653931, 'val_mae_mean': 0.7341687679290771, 'val_r2_mean': -29.95731544494629, 'val_rmse_target_0': 0.9749323129653931, 'val_mae_target_0': 0.7341687679290771, 'val_r2_target_0': -29.95731544494629}",COMPLETE
11,0.2650707811009338,2026-02-04 06:01:54.299927,2026-02-04 06:02:35.159485,0 days 00:00:40.859558,16,0.22491759224369043,0.0004902314029178747,2,mean,8,128,16,0.0042104465702411395,"{'val_rmse_mean': 0.7567411661148071, 'val_mae_mean': 0.5968506336212158, 'val_r2_mean': -0.3085073232650757, 'val_rmse_target_0': 0.7567411661148071, 'val_mae_target_0': 0.5968506336212158, 'val_r2_target_0': -0.3085073232650757}",COMPLETE
12,0.2893152047278515,2026-02-04 06:02:35.371921,2026-02-04 06:03:20.274254,0 days 00:00:44.902333,16,0.21027735128747094,0.0004763070642376537,2,mean,8,256,16,0.004706444660691454,"{'val_rmse_mean': 0.7910041213035583, 'val_mae_mean': 0.6262166500091553, 'val_r2_mean': -0.23566806316375732, 'val_rmse_target_0': 0.7910041213035583, 'val_mae_target_0': 0.6262166500091553, 'val_r2_target_0': -0.23566806316375732}",COMPLETE
13,0.34029600351318046,2026-02-04 06:03:20.487185,2026-02-04 06:04:02.353334,0 days 00:00:41.866149,16,0.20780610790143494,0.0004924554624635765,2,mean,8,256,16,0.005014121509282282,"{'val_rmse_mean': 0.8788810968399048, 'val_mae_mean': 0.7023631930351257, 'val_r2_mean': -0.32865023612976074, 'val_rmse_target_0': 0.8788810968399048, 'val_mae_target_0': 0.7023631930351257, 'val_r2_target_0': -0.32865023612976074}",COMPLETE
14,0.2825877325678313,2026-02-04 06:04:02.565747,2026-02-04 06:04:43.769406,0 days 00:00:41.203659,16,0.2614677607412441,0.0004897196826408446,2,mean,8,128,16,0.002111129851936935,"{'val_rmse_mean': 0.7959555387496948, 'val_mae_mean': 0.6397539973258972, 'val_r2_mean': -0.3844693899154663, 'val_rmse_target_0': 0.7959555387496948, 'val_mae_target_0': 0.6397539973258972, 'val_r2_target_0': -0.3844693899154663}",COMPLETE
15,0.26367642738855296,2026-02-04 06:04:43.981964,2026-02-04 06:05:27.849549,0 days 00:00:43.867585,16,0.2616657568527687,0.00035784042018663446,2,mean,8,128,16,0.002206963035807543,"{'val_rmse_mean': 0.7582938075065613, 'val_mae_mean': 0.5934164524078369, 'val_r2_mean': -0.7190918922424316, 'val_rmse_target_0': 0.7582938075065613, 'val_mae_target_0': 0.5934164524078369, 'val_r2_target_0': -0.7190918922424316}",COMPLETE
16,0.2864831541899346,2026-02-04 06:05:28.065382,2026-02-04 06:06:13.309231,0 days 00:00:45.243849,16,0.29056985207641167,0.0003380933271540841,2,mean,8,128,16,0.00114832898893511,"{'val_rmse_mean': 0.7959977984428406, 'val_mae_mean': 0.6132481694221497, 'val_r2_mean': -1.2742998600006104, 'val_rmse_target_0': 0.7959977984428406, 'val_mae_target_0': 0.6132481694221497, 'val_r2_target_0': -1.2742998600006104}",COMPLETE
17,0.2952776686978285,2026-02-04 06:06:13.522173,2026-02-04 06:06:56.946927,0 days 00:00:43.424754,16,0.3682068907379853,0.0003598018402211632,2,mean,8,128,16,0.0019993307526196824,"{'val_rmse_mean': 0.8143259882926941, 'val_mae_mean': 0.6358255743980408, 'val_r2_mean': -1.4628915786743164, 'val_rmse_target_0': 0.8143259882926941, 'val_mae_target_0': 0.6358255743980408, 'val_r2_target_0': -1.4628915786743164}",COMPLETE
18,0.28502194589999214,2026-02-04 06:06:57.159294,2026-02-04 06:07:40.948327,0 days 00:00:43.789033,16,0.24439592278378114,0.00020438660334730062,2,mean,16,128,16,0.0010542652143054555,"{'val_rmse_mean': 0.8108303546905518, 'val_mae_mean': 0.601814329624176, 'val_r2_mean': -3.1261496543884277, 'val_rmse_target_0': 0.8108303546905518, 'val_mae_target_0': 0.601814329624176, 'val_r2_target_0': -3.1261496543884277}",COMPLETE
19,0.2694723399925149,2026-02-04 06:07:41.162972,2026-02-04 06:08:25.293496,0 days 00:00:44.130524,16,0.23801222422607302,0.0003806957882204947,2,mean,8,128,16,0.0027862403819564926,"{'val_rmse_mean': 0.7820321321487427, 'val_mae_mean': 0.597785234451294, 'val_r2_mean': -0.5690416097640991, 'val_rmse_target_0': 0.7820321321487427, 'val_mae_target_0': 0.597785234451294, 'val_r2_target_0': -0.5690416097640991}",COMPLETE
20,0.31028099495132566,2026-02-04 06:08:25.507106,2026-02-04 06:09:09.375531,0 days 00:00:43.868425,16,0.40283675028550203,0.00026499908397159864,2,mean,8,64,16,0.0019771508072653713,"{'val_rmse_mean': 0.8613439798355103, 'val_mae_mean': 0.640942394733429, 'val_r2_mean': -10.489331245422363, 'val_rmse_target_0': 0.8613439798355103, 'val_mae_target_0': 0.640942394733429, 'val_r2_target_0': -10.489331245422363}",COMPLETE
21,0.2668750087851314,2026-02-04 06:09:09.589571,2026-02-04 06:09:53.756786,0 days 00:00:44.167215,16,0.24012662075403216,0.00038667165551402874,2,mean,8,128,16,0.0026506738577671946,"{'val_rmse_mean': 0.7795308232307434, 'val_mae_mean': 0.592505931854248, 'val_r2_mean': -0.6219061613082886, 'val_rmse_target_0': 0.7795308232307434, 'val_mae_target_0': 0.592505931854248, 'val_r2_target_0': -0.6219061613082886}",COMPLETE
22,0.26894898779142684,2026-02-04 06:09:53.967852,2026-02-04 06:10:37.371983,0 days 00:00:43.404131,16,0.20140048317102746,0.00038377056592388053,2,mean,8,128,16,0.0036264708443963863,"{'val_rmse_mean': 0.771203875541687, 'val_mae_mean': 0.6080009341239929, 'val_r2_mean': -0.3117140531539917, 'val_rmse_target_0': 0.771203875541687, 'val_mae_target_0': 0.6080009341239929, 'val_r2_target_0': -0.3117140531539917}",COMPLETE
