number,value,datetime_start,datetime_complete,duration,params_aggregation,params_alpha,params_l1_ratio,params_lr,user_attrs_val_metrics,state
0,0.3698182628823411,2026-02-04 18:11:45.997135,2026-02-04 18:12:19.633064,0 days 00:00:33.635929,mean,0.2151554157279311,0.28962114068089334,0.0002598054709831854,"{'val_rmse_mean': 0.9430762529373169, 'val_mae_mean': 0.6696617007255554, 'val_r2_mean': -21.112049102783203, 'val_rmse_target_0': 0.9430762529373169, 'val_mae_target_0': 0.6696617007255554, 'val_r2_target_0': -21.112049102783203}",COMPLETE
1,0.3582114533184924,2026-02-04 18:12:19.883668,2026-02-04 18:12:53.833496,0 days 00:00:33.949828,mean,0.01257482674740708,0.540436061388684,0.00010082569431252029,"{'val_rmse_mean': 0.9342623949050903, 'val_mae_mean': 0.659102201461792, 'val_r2_mean': -19.79820442199707, 'val_rmse_target_0': 0.9342623949050903, 'val_mae_target_0': 0.659102201461792, 'val_r2_target_0': -19.79820442199707}",COMPLETE
2,0.3765264768239663,2026-02-04 18:12:54.085483,2026-02-04 18:13:27.586527,0 days 00:00:33.501044,mean,0.0025848115866578107,0.48232628298056024,0.00014238071933383434,"{'val_rmse_mean': 0.9610739946365356, 'val_mae_mean': 0.7024633884429932, 'val_r2_mean': -11.985875129699707, 'val_rmse_target_0': 0.9610739946365356, 'val_mae_target_0': 0.7024633884429932, 'val_r2_target_0': -11.985875129699707}",COMPLETE
3,0.38129287489903585,2026-02-04 18:13:27.836058,2026-02-04 18:13:59.740355,0 days 00:00:31.904297,mean,0.44923470116976266,0.3938563624330137,0.0001976629168420228,"{'val_rmse_mean': 0.9738898873329163, 'val_mae_mean': 0.710695207118988, 'val_r2_mean': -21.27149772644043, 'val_rmse_target_0': 0.9738898873329163, 'val_mae_target_0': 0.710695207118988, 'val_r2_target_0': -21.27149772644043}",COMPLETE
4,0.33785422401140547,2026-02-04 18:13:59.993669,2026-02-04 18:14:36.210063,0 days 00:00:36.216394,attention,0.004171487570107026,0.8530131636022149,0.002629127415387272,"{'val_rmse_mean': 0.8536521792411804, 'val_mae_mean': 0.7251524329185486, 'val_r2_mean': -0.8760448694229126, 'val_rmse_target_0': 0.8536521792411804, 'val_mae_target_0': 0.7251524329185486, 'val_r2_target_0': -0.8760448694229126}",COMPLETE
5,0.41716442966868206,2026-02-04 18:14:36.461853,2026-02-04 18:15:11.088725,0 days 00:00:34.626872,mean,0.012122773585702318,0.666346354815847,0.0042221856259719625,"{'val_rmse_mean': 0.9610967040061951, 'val_mae_mean': 0.8320590853691101, 'val_r2_mean': -1.390467882156372, 'val_rmse_target_0': 0.9610967040061951, 'val_mae_target_0': 0.8320590853691101, 'val_r2_target_0': -1.390467882156372}",COMPLETE
6,0.4547146904768414,2026-02-04 18:15:11.340411,2026-02-04 18:15:49.070170,0 days 00:00:37.729759,attention,0.011883706718123742,0.8659654359895648,0.00012100218893764494,"{'val_rmse_mean': 1.090470790863037, 'val_mae_mean': 0.7705241441726685, 'val_r2_mean': -13.67834758758545, 'val_rmse_target_0': 1.090470790863037, 'val_mae_target_0': 0.7705241441726685, 'val_r2_target_0': -13.67834758758545}",COMPLETE
7,0.38477655241904024,2026-02-04 18:15:49.321541,2026-02-04 18:16:25.993914,0 days 00:00:36.672373,attention,0.001915736059263116,0.5130995829723832,0.004514935812273552,"{'val_rmse_mean': 0.927050769329071, 'val_mae_mean': 0.767585039138794, 'val_r2_mean': -0.6053143739700317, 'val_rmse_target_0': 0.927050769329071, 'val_mae_target_0': 0.767585039138794, 'val_r2_target_0': -0.6053143739700317}",COMPLETE
8,0.4572563933691493,2026-02-04 18:16:26.247170,2026-02-04 18:17:02.313292,0 days 00:00:36.066122,attention,0.012990526078633326,0.6289591692097469,0.001443865419150689,"{'val_rmse_mean': 1.0396558046340942, 'val_mae_mean': 0.8599396347999573, 'val_r2_mean': -4.004886627197266, 'val_rmse_target_0': 1.0396558046340942, 'val_mae_target_0': 0.8599396347999573, 'val_r2_target_0': -4.004886627197266}",COMPLETE
9,0.38232910491017347,2026-02-04 18:17:02.566870,2026-02-04 18:17:35.890709,0 days 00:00:33.323839,mean,0.006131935860273061,0.5237696701738825,0.0009080435727063813,"{'val_rmse_mean': 0.9482641816139221, 'val_mae_mean': 0.7328475117683411, 'val_r2_mean': -7.212836265563965, 'val_rmse_target_0': 0.9482641816139221, 'val_mae_target_0': 0.7328475117683411, 'val_r2_target_0': -7.212836265563965}",COMPLETE
10,0.49637036585399813,2026-02-04 18:17:36.141887,2026-02-04 18:18:12.486125,0 days 00:00:36.344238,attention,0.0005570944825872546,0.8662803731801507,0.0018634176258401501,"{'val_rmse_mean': 1.0875571966171265, 'val_mae_mean': 0.884829044342041, 'val_r2_mean': -3.874384880065918, 'val_rmse_target_0': 1.0875571966171265, 'val_mae_target_0': 0.884829044342041, 'val_r2_target_0': -3.874384880065918}",COMPLETE
11,0.42946330925810294,2026-02-04 18:18:12.740815,2026-02-04 18:18:49.073670,0 days 00:00:36.332855,attention,0.06439668891652905,0.14083862109608053,0.00037221696610280564,"{'val_rmse_mean': 1.050125241279602, 'val_mae_mean': 0.7636940479278564, 'val_r2_mean': -16.269052505493164, 'val_rmse_target_0': 1.050125241279602, 'val_mae_target_0': 0.7636940479278564, 'val_r2_target_0': -16.269052505493164}",COMPLETE
12,0.4095010462608318,2026-02-04 18:18:49.325546,2026-02-04 18:19:24.853577,0 days 00:00:35.528031,attention,0.00010682026524554944,0.7307461002758526,0.0004913371001651186,"{'val_rmse_mean': 0.9943975210189819, 'val_mae_mean': 0.7456797361373901, 'val_r2_mean': -8.293893814086914, 'val_rmse_target_0': 0.9943975210189819, 'val_mae_target_0': 0.7456797361373901, 'val_r2_target_0': -8.293893814086914}",COMPLETE
13,0.39335770646317136,2026-02-04 18:19:25.105995,2026-02-04 18:19:59.686687,0 days 00:00:34.580692,mean,0.041193080583005935,0.7732296316109744,0.002143330949813166,"{'val_rmse_mean': 0.9394848942756653, 'val_mae_mean': 0.7839692234992981, 'val_r2_mean': -3.594270706176758, 'val_rmse_target_0': 0.9394848942756653, 'val_mae_target_0': 0.7839692234992981, 'val_r2_target_0': -3.594270706176758}",COMPLETE
14,0.4634928524183461,2026-02-04 18:19:59.938893,2026-02-04 18:20:37.046358,0 days 00:00:37.107465,attention,0.0008802837305169807,0.2853095279134884,0.0008258321556696305,"{'val_rmse_mean': 1.0728453397750854, 'val_mae_mean': 0.7886804938316345, 'val_r2_mean': -5.179524898529053, 'val_rmse_target_0': 1.0728453397750854, 'val_mae_target_0': 0.7886804938316345, 'val_r2_target_0': -5.179524898529053}",COMPLETE
15,0.3815107460702873,2026-02-04 18:20:37.298189,2026-02-04 18:21:12.031276,0 days 00:00:34.733087,mean,0.05641886684583067,0.6333100318392687,0.002791310399746212,"{'val_rmse_mean': 0.9266756176948547, 'val_mae_mean': 0.7718780636787415, 'val_r2_mean': -2.329554796218872, 'val_rmse_target_0': 0.9266756176948547, 'val_mae_target_0': 0.7718780636787415, 'val_r2_target_0': -2.329554796218872}",COMPLETE
16,0.4178988991479855,2026-02-04 18:21:12.300990,2026-02-04 18:21:48.222169,0 days 00:00:35.921179,attention,0.0002484203581482553,0.7782280554242709,0.001204869801390533,"{'val_rmse_mean': 0.983443021774292, 'val_mae_mean': 0.7675226926803589, 'val_r2_mean': -3.0774574279785156, 'val_rmse_target_0': 0.983443021774292, 'val_mae_target_0': 0.7675226926803589, 'val_r2_target_0': -3.0774574279785156}",COMPLETE
17,0.4065102509845962,2026-02-04 18:21:48.474662,2026-02-04 18:22:22.359562,0 days 00:00:33.884900,mean,0.0032010095813520645,0.11428270423007336,0.0004605312421681953,"{'val_rmse_mean': 0.9940722584724426, 'val_mae_mean': 0.7541174292564392, 'val_r2_mean': -19.005537033081055, 'val_rmse_target_0': 0.9940722584724426, 'val_mae_target_0': 0.7541174292564392, 'val_r2_target_0': -19.005537033081055}",COMPLETE
18,0.36605171081868726,2026-02-04 18:22:22.612716,2026-02-04 18:22:56.543284,0 days 00:00:33.930568,mean,0.024819431704318926,0.39369923254933126,0.00026046521246203335,"{'val_rmse_mean': 0.9424043297767639, 'val_mae_mean': 0.6691263914108276, 'val_r2_mean': -18.091598510742188, 'val_rmse_target_0': 0.9424043297767639, 'val_mae_target_0': 0.6691263914108276, 'val_r2_target_0': -18.091598510742188}",COMPLETE
19,0.4523400076569588,2026-02-04 18:22:56.796661,2026-02-04 18:23:33.498800,0 days 00:00:36.702139,attention,0.13252434539467026,0.5627101556366081,0.0032855405784531803,"{'val_rmse_mean': 1.032272458076477, 'val_mae_mean': 0.8203997015953064, 'val_r2_mean': -3.177436351776123, 'val_rmse_target_0': 1.032272458076477, 'val_mae_target_0': 0.8203997015953064, 'val_r2_target_0': -3.177436351776123}",COMPLETE
20,0.43037224016124703,2026-02-04 18:23:33.751260,2026-02-04 18:24:07.471182,0 days 00:00:33.719922,mean,0.0008227068285564143,0.4083097197498218,0.0006873941789294096,"{'val_rmse_mean': 1.0299783945083618, 'val_mae_mean': 0.7884135246276855, 'val_r2_mean': -11.856520652770996, 'val_rmse_target_0': 1.0299783945083618, 'val_mae_target_0': 0.7884135246276855, 'val_r2_target_0': -11.856520652770996}",COMPLETE
21,0.3937806105564555,2026-02-04 18:24:07.723203,2026-02-04 18:24:41.554093,0 days 00:00:33.830890,mean,0.02537342156500331,0.3160372185793368,0.0001056799528718353,"{'val_rmse_mean': 0.9872962236404419, 'val_mae_mean': 0.7221204042434692, 'val_r2_mean': -20.912668228149414, 'val_rmse_target_0': 0.9872962236404419, 'val_mae_target_0': 0.7221204042434692, 'val_r2_target_0': -20.912668228149414}",COMPLETE
22,0.3461493399081519,2026-02-04 18:24:41.807123,2026-02-04 18:25:16.007008,0 days 00:00:34.199885,mean,0.005487499063283903,0.21989138998452057,0.00018529686190665412,"{'val_rmse_mean': 0.9145022630691528, 'val_mae_mean': 0.6751857995986938, 'val_r2_mean': -17.570363998413086, 'val_rmse_target_0': 0.9145022630691528, 'val_mae_target_0': 0.6751857995986938, 'val_r2_target_0': -17.570363998413086}",COMPLETE
23,0.4087438883556455,2026-02-04 18:25:16.260738,2026-02-04 18:25:49.628776,0 days 00:00:33.368038,mean,0.005008947044754565,0.18926253477251143,0.00015404622316962305,"{'val_rmse_mean': 1.04158353805542, 'val_mae_mean': 0.7305237054824829, 'val_r2_mean': -43.884361267089844, 'val_rmse_target_0': 1.04158353805542, 'val_mae_target_0': 0.7305237054824829, 'val_r2_target_0': -43.884361267089844}",COMPLETE
24,0.40912240968710073,2026-02-04 18:25:49.878925,2026-02-04 18:26:23.333531,0 days 00:00:33.454606,mean,0.0019208822328053712,0.18688853167348596,0.0002148980816183129,"{'val_rmse_mean': 1.0016143321990967, 'val_mae_mean': 0.7339863181114197, 'val_r2_mean': -28.381315231323242, 'val_rmse_target_0': 1.0016143321990967, 'val_mae_target_0': 0.7339863181114197, 'val_r2_target_0': -28.381315231323242}",COMPLETE
25,0.3982391897338352,2026-02-04 18:26:23.586572,2026-02-04 18:26:56.948405,0 days 00:00:33.361833,mean,0.005094366119216852,0.4550398500151313,0.0003352956554043882,"{'val_rmse_mean': 0.9998533129692078, 'val_mae_mean': 0.731653094291687, 'val_r2_mean': -23.461423873901367, 'val_rmse_target_0': 0.9998533129692078, 'val_mae_target_0': 0.731653094291687, 'val_r2_target_0': -23.461423873901367}",COMPLETE
26,0.4378279826917235,2026-02-04 18:26:57.200168,2026-02-04 18:27:33.503861,0 days 00:00:36.303693,attention,0.023277024537780876,0.8953907465890345,0.00016439519300554608,"{'val_rmse_mean': 1.063719391822815, 'val_mae_mean': 0.7792778015136719, 'val_r2_mean': -24.77913475036621, 'val_rmse_target_0': 1.063719391822815, 'val_mae_target_0': 0.7792778015136719, 'val_r2_target_0': -24.77913475036621}",COMPLETE
27,0.3736378698177524,2026-02-04 18:27:33.754630,2026-02-04 18:28:08.613298,0 days 00:00:34.858668,mean,0.0011283373431917835,0.5751628666232258,0.0006023688790941993,"{'val_rmse_mean': 0.9365187287330627, 'val_mae_mean': 0.7176671624183655, 'val_r2_mean': -10.13174819946289, 'val_rmse_target_0': 0.9365187287330627, 'val_mae_target_0': 0.7176671624183655, 'val_r2_target_0': -10.13174819946289}",COMPLETE
28,0.44436136297569345,2026-02-04 18:28:08.866835,2026-02-04 18:28:46.191733,0 days 00:00:37.324898,attention,0.9735978773574864,0.6918966375355308,0.00010285980243683482,"{'val_rmse_mean': 1.0755668878555298, 'val_mae_mean': 0.7638569474220276, 'val_r2_mean': -22.39393424987793, 'val_rmse_target_0': 1.0755668878555298, 'val_mae_target_0': 0.7638569474220276, 'val_r2_target_0': -22.39393424987793}",COMPLETE
