number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.4039079357214548,2026-01-30 18:20:50.243354,2026-01-30 18:21:05.892928,0 days 00:00:15.649574,attention,0.00012438591788377476,3.5101711511924e-06,"{'val_rmse_mean': 1.0421262979507446, 'val_mae_mean': 0.7492944002151489, 'val_r2_mean': -15.797996520996094, 'val_rmse_target_0': 1.0162842273712158, 'val_mae_target_0': 0.6303749084472656, 'val_r2_target_0': -12.095895767211914, 'val_rmse_target_1': 1.0272700786590576, 'val_mae_target_1': 0.7315150499343872, 'val_r2_target_1': -15.67034912109375, 'val_rmse_target_2': 1.0969043970108032, 'val_mae_target_2': 0.9116130471229553, 'val_r2_target_2': -14.596699714660645, 'val_rmse_target_3': 1.0280464887619019, 'val_mae_target_3': 0.7236744165420532, 'val_r2_target_3': -20.82903480529785}",COMPLETE
1,0.37072792732053333,2026-01-30 18:21:05.983970,2026-01-30 18:21:20.864487,0 days 00:00:14.880517,mean,0.0012666586788223219,0.004770222613802406,"{'val_rmse_mean': 0.9400947093963623, 'val_mae_mean': 0.7312023043632507, 'val_r2_mean': -4.8986711502075195, 'val_rmse_target_0': 0.8641351461410522, 'val_mae_target_0': 0.6094672083854675, 'val_r2_target_0': -2.658457040786743, 'val_rmse_target_1': 0.8857048153877258, 'val_mae_target_1': 0.638979971408844, 'val_r2_target_1': -4.61915922164917, 'val_rmse_target_2': 0.9801324009895325, 'val_mae_target_2': 0.8892369866371155, 'val_r2_target_2': -4.461522579193115, 'val_rmse_target_3': 1.0304065942764282, 'val_mae_target_3': 0.7871251702308655, 'val_r2_target_3': -7.855544090270996}",COMPLETE
2,0.4354765056459992,2026-01-30 18:21:20.959779,2026-01-30 18:21:36.076714,0 days 00:00:15.116935,attention,0.003486642951968651,1.554532015845666e-06,"{'val_rmse_mean': 1.032413363456726, 'val_mae_mean': 0.8161425590515137, 'val_r2_mean': -2.1518502235412598, 'val_rmse_target_0': 0.9899344444274902, 'val_mae_target_0': 0.7235091924667358, 'val_r2_target_0': -1.5730252265930176, 'val_rmse_target_1': 1.0675498247146606, 'val_mae_target_1': 0.8309618830680847, 'val_r2_target_1': -1.5254814624786377, 'val_rmse_target_2': 1.0559980869293213, 'val_mae_target_2': 0.9148326516151428, 'val_r2_target_2': -1.6895554065704346, 'val_rmse_target_3': 1.0161713361740112, 'val_mae_target_3': 0.7952665686607361, 'val_r2_target_3': -3.819337844848633}",COMPLETE
3,0.40299586675785204,2026-01-30 18:21:36.163363,2026-01-30 18:21:50.999340,0 days 00:00:14.835977,attention,0.00022211519956087065,1.1710824095153022e-06,"{'val_rmse_mean': 1.0084342956542969, 'val_mae_mean': 0.7532069087028503, 'val_r2_mean': -18.89855194091797, 'val_rmse_target_0': 0.9499707818031311, 'val_mae_target_0': 0.6247233152389526, 'val_r2_target_0': -14.55013370513916, 'val_rmse_target_1': 0.9608630537986755, 'val_mae_target_1': 0.7225677967071533, 'val_r2_target_1': -13.444598197937012, 'val_rmse_target_2': 1.074677586555481, 'val_mae_target_2': 0.908801257610321, 'val_r2_target_2': -22.45315933227539, 'val_rmse_target_3': 1.0482258796691895, 'val_mae_target_3': 0.7567353248596191, 'val_r2_target_3': -25.146316528320312}",COMPLETE
4,0.43070741052980777,2026-01-30 18:21:51.094250,2026-01-30 18:22:06.834332,0 days 00:00:15.740082,attention,0.002735875256037327,8.991424245478296e-05,"{'val_rmse_mean': 1.0342682600021362, 'val_mae_mean': 0.7926515340805054, 'val_r2_mean': -3.2338712215423584, 'val_rmse_target_0': 1.0715371370315552, 'val_mae_target_0': 0.8035397529602051, 'val_r2_target_0': -1.4582290649414062, 'val_rmse_target_1': 0.9854851365089417, 'val_mae_target_1': 0.70217365026474, 'val_r2_target_1': -2.6761715412139893, 'val_rmse_target_2': 0.9931372404098511, 'val_mae_target_2': 0.8770850896835327, 'val_r2_target_2': -1.4509704113006592, 'val_rmse_target_3': 1.0869135856628418, 'val_mae_target_3': 0.7878075838088989, 'val_r2_target_3': -7.3501129150390625}",COMPLETE
5,0.36944039936901796,2026-01-30 18:22:06.921235,2026-01-30 18:22:21.438077,0 days 00:00:14.516842,mean,0.00043571296318424134,2.7728274304982236e-06,"{'val_rmse_mean': 0.9608134031295776, 'val_mae_mean': 0.7128404378890991, 'val_r2_mean': -18.49009895324707, 'val_rmse_target_0': 0.8924182057380676, 'val_mae_target_0': 0.6486404538154602, 'val_r2_target_0': -9.78624153137207, 'val_rmse_target_1': 0.9719087481498718, 'val_mae_target_1': 0.669296145439148, 'val_r2_target_1': -27.08692741394043, 'val_rmse_target_2': 0.9226861000061035, 'val_mae_target_2': 0.7956348657608032, 'val_r2_target_2': -13.568829536437988, 'val_rmse_target_3': 1.0562405586242676, 'val_mae_target_3': 0.7377902269363403, 'val_r2_target_3': -23.518394470214844}",COMPLETE
6,0.39986097536705156,2026-01-30 18:22:21.533341,2026-01-30 18:22:37.025756,0 days 00:00:15.492415,attention,0.0005306486436541995,0.002498154067830155,"{'val_rmse_mean': 1.0065937042236328, 'val_mae_mean': 0.7444157004356384, 'val_r2_mean': -12.7926025390625, 'val_rmse_target_0': 0.9219846725463867, 'val_mae_target_0': 0.6243199110031128, 'val_r2_target_0': -7.834250450134277, 'val_rmse_target_1': 1.0114259719848633, 'val_mae_target_1': 0.7375664114952087, 'val_r2_target_1': -10.036725997924805, 'val_rmse_target_2': 1.0594159364700317, 'val_mae_target_2': 0.8990265130996704, 'val_r2_target_2': -12.667497634887695, 'val_rmse_target_3': 1.0335484743118286, 'val_mae_target_3': 0.716749906539917, 'val_r2_target_3': -20.631933212280273}",COMPLETE
7,0.39878921845444926,2026-01-30 18:22:37.120568,2026-01-30 18:22:52.488807,0 days 00:00:15.368239,mean,0.00021083547837315973,1.4589916410256604e-05,"{'val_rmse_mean': 1.0170811414718628, 'val_mae_mean': 0.7305837273597717, 'val_r2_mean': -16.365924835205078, 'val_rmse_target_0': 0.9069734811782837, 'val_mae_target_0': 0.5819993615150452, 'val_r2_target_0': -10.917635917663574, 'val_rmse_target_1': 1.1530262231826782, 'val_mae_target_1': 0.832369863986969, 'val_r2_target_1': -19.19817352294922, 'val_rmse_target_2': 1.0035579204559326, 'val_mae_target_2': 0.8283178806304932, 'val_r2_target_2': -20.393882751464844, 'val_rmse_target_3': 1.0047669410705566, 'val_mae_target_3': 0.6796477437019348, 'val_r2_target_3': -14.954008102416992}",COMPLETE
8,0.4830887808843895,2026-01-30 18:22:52.584367,2026-01-30 18:23:08.225074,0 days 00:00:15.640707,attention,0.004173652219368785,0.0013926430984172553,"{'val_rmse_mean': 1.1263974905014038, 'val_mae_mean': 0.8504768013954163, 'val_r2_mean': -1.4722166061401367, 'val_rmse_target_0': 1.1063141822814941, 'val_mae_target_0': 0.8034888505935669, 'val_r2_target_0': -0.9360084533691406, 'val_rmse_target_1': 1.1400574445724487, 'val_mae_target_1': 0.8455064296722412, 'val_r2_target_1': -2.013617515563965, 'val_rmse_target_2': 1.0349420309066772, 'val_mae_target_2': 0.8443211317062378, 'val_r2_target_2': -1.0611984729766846, 'val_rmse_target_3': 1.2242759466171265, 'val_mae_target_3': 0.9085908532142639, 'val_r2_target_3': -1.8780417442321777}",COMPLETE
9,0.42727158611847293,2026-01-30 18:23:08.319862,2026-01-30 18:23:23.092344,0 days 00:00:14.772482,mean,0.0036782235013381958,0.0005548313606303101,"{'val_rmse_mean': 1.0406266450881958, 'val_mae_mean': 0.7867341637611389, 'val_r2_mean': -2.399181842803955, 'val_rmse_target_0': 0.9918655753135681, 'val_mae_target_0': 0.7039353251457214, 'val_r2_target_0': -1.318246603012085, 'val_rmse_target_1': 1.041670322418213, 'val_mae_target_1': 0.7534520030021667, 'val_r2_target_1': -2.1688075065612793, 'val_rmse_target_2': 1.0268614292144775, 'val_mae_target_2': 0.8691456913948059, 'val_r2_target_2': -1.6768510341644287, 'val_rmse_target_3': 1.1021090745925903, 'val_mae_target_3': 0.820403516292572, 'val_r2_target_3': -4.432822227478027}",COMPLETE
